Surrogate model,dataset,Surrogate modeling method,accuracy,robustness,time
BF33_2PRSM_1,BF33_2,PRSM_1,-0.240957883,0.19218019,1.159900014
BF33_3PRSM_1,BF33_3,PRSM_1,-0.19060938,0.19218019,1.214000004
BF33_4PRSM_1,BF33_4,PRSM_1,-0.684167705,0.19218019,4.533700005
BF33_5PRSM_1,BF33_5,PRSM_1,-0.631990517,0.19218019,4.454399954
BF33_6PRSM_1,BF33_6,PRSM_1,-0.182602671,0.19218019,4.599099993
BF33_7PRSM_1,BF33_7,PRSM_1,-0.316567956,0.19218019,4.619700005
BF33_8PRSM_1,BF33_8,PRSM_1,-0.162850047,0.19218019,5.025000006
BF33_9PRSM_1,BF33_9,PRSM_1,-0.162687699,0.19218019,4.612300036
BF33_10PRSM_1,BF33_10,PRSM_1,-0.11245552,0.19218019,4.748300009
BF34_1PRSM_1,BF34_1,PRSM_1,-0.014448367,0.19218019,1.2116
BF34_2PRSM_1,BF34_2,PRSM_1,-1.45673306,0.19218019,1.277499978
BF34_3PRSM_1,BF34_3,PRSM_1,-0.593067914,0.19218019,1.327699996
BF34_4PRSM_1,BF34_4,PRSM_1,-0.22322258,0.19218019,4.600099972
BF34_5PRSM_1,BF34_5,PRSM_1,-0.196239375,0.19218019,4.236499968
BF34_6PRSM_1,BF34_6,PRSM_1,-0.253196375,0.19218019,4.200900017
BF34_7PRSM_1,BF34_7,PRSM_1,-0.111710423,0.19218019,4.369500006
BF34_8PRSM_1,BF34_8,PRSM_1,0.005193644,0.19218019,4.290300014
BF34_9PRSM_1,BF34_9,PRSM_1,-0.747137645,0.19218019,4.398200021
BF34_10PRSM_1,BF34_10,PRSM_1,-0.071093573,0.19218019,4.550800004
BF35_1PRSM_1,BF35_1,PRSM_1,-1.928969623,0.19218019,4.443099984
BF35_2PRSM_1,BF35_2,PRSM_1,-0.496648014,0.19218019,4.713100017
BF35_3PRSM_1,BF35_3,PRSM_1,-0.135909902,0.19218019,4.946700006
BF35_4PRSM_1,BF35_4,PRSM_1,-0.105732144,0.19218019,4.700599995
BF35_5PRSM_1,BF35_5,PRSM_1,-0.134044431,0.19218019,4.953200012
BF35_6PRSM_1,BF35_6,PRSM_1,-0.093340986,0.19218019,5.313899979
BF35_7PRSM_1,BF35_7,PRSM_1,-0.069088791,0.19218019,4.9764
BF35_8PRSM_1,BF35_8,PRSM_1,-0.038898733,0.19218019,5.228600028
BF35_9PRSM_1,BF35_9,PRSM_1,-0.085363533,0.19218019,6.119099999
BF35_10PRSM_1,BF35_10,PRSM_1,-0.049180946,0.19218019,5.348300023
BF36_1PRSM_1,BF36_1,PRSM_1,-0.445285066,0.19218019,5.246899978
BF36_2PRSM_1,BF36_2,PRSM_1,-0.169648433,0.19218019,5.011699977
BF36_3PRSM_1,BF36_3,PRSM_1,-0.076315275,0.19218019,5.390800026
BF36_4PRSM_1,BF36_4,PRSM_1,-0.06069148,0.19218019,5.672799976
BF36_5PRSM_1,BF36_5,PRSM_1,-0.050874723,0.19218019,6.036400024
BF36_6PRSM_1,BF36_6,PRSM_1,-0.039509431,0.19218019,6.048100026
BF36_7PRSM_1,BF36_7,PRSM_1,-0.015315942,0.19218019,6.508800056
BF36_8PRSM_1,BF36_8,PRSM_1,-0.029286538,0.19218019,6.634099991
BF36_9PRSM_1,BF36_9,PRSM_1,-0.020264261,0.19218019,7.042800004
BF36_10PRSM_1,BF36_10,PRSM_1,-0.028790889,0.19218019,7.619099997
BF37_1PRSM_1,BF37_1,PRSM_1,-1.743538719,0.19218019,5.695300017
BF37_2PRSM_1,BF37_2,PRSM_1,-0.250590039,0.19218019,4.626800001
BF37_3PRSM_1,BF37_3,PRSM_1,-0.295049105,0.19218019,4.736700008
BF37_4PRSM_1,BF37_4,PRSM_1,-0.133318128,0.19218019,4.645499968
BF37_5PRSM_1,BF37_5,PRSM_1,-0.06461941,0.19218019,4.778200004
BF37_6PRSM_1,BF37_6,PRSM_1,-0.081708687,0.19218019,5.0949
BF37_7PRSM_1,BF37_7,PRSM_1,-0.074581952,0.19218019,5.225000015
BF37_8PRSM_1,BF37_8,PRSM_1,-0.049653171,0.19218019,5.104499985
BF37_9PRSM_1,BF37_9,PRSM_1,-0.040793274,0.19218019,5.319500022
BF37_10PRSM_1,BF37_10,PRSM_1,-0.071968128,0.19218019,5.480499982
BF38_1PRSM_1,BF38_1,PRSM_1,-0.34099516,0.19218019,4.772999993
BF38_2PRSM_1,BF38_2,PRSM_1,-0.140033424,0.19218019,4.974300027
BF38_3PRSM_1,BF38_3,PRSM_1,-0.068955677,0.19218019,5.409300007
BF38_4PRSM_1,BF38_4,PRSM_1,-0.044365433,0.19218019,5.955799992
BF38_5PRSM_1,BF38_5,PRSM_1,-0.068203911,0.19218019,5.787099974
BF38_6PRSM_1,BF38_6,PRSM_1,-0.035262915,0.19218019,6.80100001
BF38_7PRSM_1,BF38_7,PRSM_1,-0.034660288,0.19218019,6.480599957
BF38_8PRSM_1,BF38_8,PRSM_1,-0.035574968,0.19218019,6.983200001
BF38_9PRSM_1,BF38_9,PRSM_1,-0.034100084,0.19218019,8.015299987
BF38_10PRSM_1,BF38_10,PRSM_1,-0.016809768,0.19218019,8.2291
BF39_1PRSM_1,BF39_1,PRSM_1,-6.595308463,0.19218019,1.879599993
BF39_2PRSM_1,BF39_2,PRSM_1,-0.345338246,0.19218019,1.793700038
BF39_3PRSM_1,BF39_3,PRSM_1,-0.566838067,0.19218019,2.120999998
BF39_4PRSM_1,BF39_4,PRSM_1,-5.169010039,0.19218019,6.663700013
BF39_5PRSM_1,BF39_5,PRSM_1,-0.475650019,0.19218019,6.750199973
BF39_6PRSM_1,BF39_6,PRSM_1,-0.137214384,0.19218019,7.039599965
BF39_7PRSM_1,BF39_7,PRSM_1,-0.286279709,0.19218019,7.287399989
BF39_8PRSM_1,BF39_8,PRSM_1,0.142512275,0.19218019,7.912400033
BF39_9PRSM_1,BF39_9,PRSM_1,0.14443495,0.19218019,13.11909998
BF39_10PRSM_1,BF39_10,PRSM_1,0.243952619,0.19218019,8.892200014
BF40_1PRSM_1,BF40_1,PRSM_1,-1.158186507,0.19218019,3.939499962
BF40_2PRSM_1,BF40_2,PRSM_1,-0.322399289,0.19218019,2.01820003
BF40_3PRSM_1,BF40_3,PRSM_1,-0.769167914,0.19218019,2.213499974
BF40_4PRSM_1,BF40_4,PRSM_1,-1.401384073,0.19218019,9.25610002
BF40_5PRSM_1,BF40_5,PRSM_1,-1.189949157,0.19218019,7.676800044
BF40_6PRSM_1,BF40_6,PRSM_1,-1.773790233,0.19218019,9.024799947
BF40_7PRSM_1,BF40_7,PRSM_1,-0.723958212,0.19218019,9.887999971
BF40_8PRSM_1,BF40_8,PRSM_1,-0.191984603,0.19218019,9.712700004
BF40_9PRSM_1,BF40_9,PRSM_1,-0.447354928,0.19218019,7.839199941
BF40_10PRSM_1,BF40_10,PRSM_1,-0.105705972,0.19218019,7.129999984
BF41_1PRSM_1,BF41_1,PRSM_1,-1.799120132,0.19218019,1.736199978
BF41_2PRSM_1,BF41_2,PRSM_1,-6.778186084,0.19218019,2.409400011
BF41_3PRSM_1,BF41_3,PRSM_1,-0.102761088,0.19218019,1.747600007
BF41_4PRSM_1,BF41_4,PRSM_1,-0.245819725,0.19218019,6.914100028
BF41_5PRSM_1,BF41_5,PRSM_1,-0.514801689,0.19218019,7.341799996
BF41_6PRSM_1,BF41_6,PRSM_1,-0.459330825,0.19218019,7.057800045
BF41_7PRSM_1,BF41_7,PRSM_1,-0.589307788,0.19218019,7.879599987
BF41_8PRSM_1,BF41_8,PRSM_1,-0.159937084,0.19218019,7.213099976
BF41_9PRSM_1,BF41_9,PRSM_1,-0.132205588,0.19218019,8.666399925
BF41_10PRSM_1,BF41_10,PRSM_1,-0.039764932,0.19218019,7.876599964
BF42_1PRSM_1,BF42_1,PRSM_1,-400.0175962,0.19218019,1.524800027
BF42_2PRSM_1,BF42_2,PRSM_1,-0.747323884,0.19218019,1.501099963
BF42_3PRSM_1,BF42_3,PRSM_1,-0.206761968,0.19218019,1.616599999
BF42_4PRSM_1,BF42_4,PRSM_1,-2006.032243,0.19218019,5.58149998
BF42_5PRSM_1,BF42_5,PRSM_1,-0.486819717,0.19218019,9.289500013
BF42_6PRSM_1,BF42_6,PRSM_1,-1.273124078,0.19218019,7.003099978
BF42_7PRSM_1,BF42_7,PRSM_1,-1.43119389,0.19218019,8.591200021
BF42_8PRSM_1,BF42_8,PRSM_1,-0.105532463,0.19218019,7.937899994
BF42_9PRSM_1,BF42_9,PRSM_1,-1.749399761,0.19218019,6.607100018
BF42_10PRSM_1,BF42_10,PRSM_1,-1.337989679,0.19218019,5.970200058
BF43_1PRSM_1,BF43_1,PRSM_1,-0.886339157,0.19218019,1.344100019
BF43_2PRSM_1,BF43_2,PRSM_1,-0.566778473,0.19218019,1.273000002
BF43_3PRSM_1,BF43_3,PRSM_1,-0.2708119,0.19218019,2.06649999
BF43_4PRSM_1,BF43_4,PRSM_1,-5.099113019,0.19218019,5.210900039
BF43_5PRSM_1,BF43_5,PRSM_1,-3.937978587,0.19218019,4.989100038
BF43_6PRSM_1,BF43_6,PRSM_1,-0.472236919,0.19218019,4.537400004
BF43_7PRSM_1,BF43_7,PRSM_1,-0.69312727,0.19218019,4.621499917
BF43_8PRSM_1,BF43_8,PRSM_1,-0.261678281,0.19218019,4.932500015
BF43_9PRSM_1,BF43_9,PRSM_1,-0.138260839,0.19218019,4.688400048
BF43_10PRSM_1,BF43_10,PRSM_1,-0.419245804,0.19218019,4.729100008
BF44_1PRSM_1,BF44_1,PRSM_1,-1155.518585,0.19218019,1.340999996
BF44_2PRSM_1,BF44_2,PRSM_1,-0.627687592,0.19218019,1.363900024
BF44_3PRSM_1,BF44_3,PRSM_1,-0.30647061,0.19218019,1.427899988
BF44_4PRSM_1,BF44_4,PRSM_1,-908.9631285,0.19218019,4.613499972
BF44_5PRSM_1,BF44_5,PRSM_1,-5.988506336,0.19218019,4.721599951
BF44_6PRSM_1,BF44_6,PRSM_1,-8.185229859,0.19218019,5.249100039
BF44_7PRSM_1,BF44_7,PRSM_1,-0.14322506,0.19218019,4.949699942
BF44_8PRSM_1,BF44_8,PRSM_1,-0.47684614,0.19218019,5.26830001
BF44_9PRSM_1,BF44_9,PRSM_1,-0.166363962,0.19218019,5.215900019
BF44_10PRSM_1,BF44_10,PRSM_1,-0.017495854,0.19218019,4.912999982
BF45_1PRSM_1,BF45_1,PRSM_1,-1.576963956,0.19218019,4.485600017
BF45_2PRSM_1,BF45_2,PRSM_1,-0.182224765,0.19218019,5.306999956
BF45_3PRSM_1,BF45_3,PRSM_1,-0.168761487,0.19218019,4.709499975
BF45_4PRSM_1,BF45_4,PRSM_1,-0.259027465,0.19218019,5.538099998
BF45_5PRSM_1,BF45_5,PRSM_1,-0.080211672,0.19218019,4.766700004
BF45_6PRSM_1,BF45_6,PRSM_1,-0.086270084,0.19218019,5.183400004
BF45_7PRSM_1,BF45_7,PRSM_1,-0.110047623,0.19218019,5.128299992
BF45_8PRSM_1,BF45_8,PRSM_1,-0.033101884,0.19218019,5.902099976
BF45_9PRSM_1,BF45_9,PRSM_1,0.009865171,0.19218019,5.975499953
BF45_10PRSM_1,BF45_10,PRSM_1,0.007303498,0.19218019,7.951999927
BF46_1PRSM_1,BF46_1,PRSM_1,-0.433580403,0.19218019,6.164199964
BF46_2PRSM_1,BF46_2,PRSM_1,-0.211043944,0.19218019,7.233199984
BF46_3PRSM_1,BF46_3,PRSM_1,-0.099403383,0.19218019,7.835799886
BF46_4PRSM_1,BF46_4,PRSM_1,-0.063902549,0.19218019,8.064200025
BF46_5PRSM_1,BF46_5,PRSM_1,-0.027872763,0.19218019,9.009000059
BF46_6PRSM_1,BF46_6,PRSM_1,-0.029535862,0.19218019,6.799100054
BF46_7PRSM_1,BF46_7,PRSM_1,-0.016649835,0.19218019,9.090999927
BF46_8PRSM_1,BF46_8,PRSM_1,-0.017391152,0.19218019,7.355699985
BF46_9PRSM_1,BF46_9,PRSM_1,0.002553842,0.19218019,8.20849993
BF46_10PRSM_1,BF46_10,PRSM_1,-0.025309715,0.19218019,8.443000028
BF1_1PRSM_2,BF1_1,PRSM_2,-4.433177521,0.579441359,3.3643
BF1_2PRSM_2,BF1_2,PRSM_2,0.781644942,0.579441359,2.5891
BF1_3PRSM_2,BF1_3,PRSM_2,0.186741135,0.579441359,3.2737
BF1_4PRSM_2,BF1_4,PRSM_2,-0.187416048,0.579441359,9.7792
BF1_5PRSM_2,BF1_5,PRSM_2,0.075231652,0.579441359,9.4035
BF1_6PRSM_2,BF1_6,PRSM_2,0.65034703,0.579441359,9.5485
BF1_7PRSM_2,BF1_7,PRSM_2,0.563510481,0.579441359,9.4476
BF1_8PRSM_2,BF1_8,PRSM_2,0.596547419,0.579441359,7.7979
BF1_9PRSM_2,BF1_9,PRSM_2,0.548925324,0.579441359,6.9597
BF1_10PRSM_2,BF1_10,PRSM_2,0.600183997,0.579441359,7.9007
BF2_1PRSM_2,BF2_1,PRSM_2,-5.22797294,0.579441359,1.5986
BF2_2PRSM_2,BF2_2,PRSM_2,-0.874108789,0.579441359,1.6512
BF2_3PRSM_2,BF2_3,PRSM_2,-1.760336175,0.579441359,1.768
BF2_4PRSM_2,BF2_4,PRSM_2,-0.406674426,0.579441359,9.3417
BF2_5PRSM_2,BF2_5,PRSM_2,-0.216797635,0.579441359,13.6538
BF2_6PRSM_2,BF2_6,PRSM_2,-1.277602751,0.579441359,16.0984
BF2_7PRSM_2,BF2_7,PRSM_2,-0.411148949,0.579441359,15.1638
BF2_8PRSM_2,BF2_8,PRSM_2,0.107491093,0.579441359,18.797
BF2_9PRSM_2,BF2_9,PRSM_2,-0.240123427,0.579441359,13.2995
BF2_10PRSM_2,BF2_10,PRSM_2,-0.022590851,0.579441359,11.65
BF3_1PRSM_2,BF3_1,PRSM_2,-275.1948328,0.579441359,1.827
BF3_2PRSM_2,BF3_2,PRSM_2,0.051283775,0.579441359,2.5018
BF3_3PRSM_2,BF3_3,PRSM_2,0.646804167,0.579441359,1.9787
BF3_4PRSM_2,BF3_4,PRSM_2,-0.151169775,0.579441359,7.842
BF3_5PRSM_2,BF3_5,PRSM_2,-1.754057032,0.579441359,11.5685
BF3_6PRSM_2,BF3_6,PRSM_2,-2.200067358,0.579441359,13.3419
BF3_7PRSM_2,BF3_7,PRSM_2,-0.735064156,0.579441359,18.7548
BF3_8PRSM_2,BF3_8,PRSM_2,-0.23012895,0.579441359,11.4964
BF3_9PRSM_2,BF3_9,PRSM_2,0.081556268,0.579441359,11.8161
BF3_10PRSM_2,BF3_10,PRSM_2,-0.940111155,0.579441359,10.7426
BF4_1PRSM_2,BF4_1,PRSM_2,-175463.7578,0.579441359,3.5034
BF4_2PRSM_2,BF4_2,PRSM_2,0.077206794,0.579441359,3.9095
BF4_3PRSM_2,BF4_3,PRSM_2,-13581.68525,0.579441359,9.9838
BF4_4PRSM_2,BF4_4,PRSM_2,-1.90E+11,0.579441359,8.842
BF4_5PRSM_2,BF4_5,PRSM_2,-5.642988264,0.579441359,8.1094
BF4_6PRSM_2,BF4_6,PRSM_2,-276.6407017,0.579441359,6.997
BF4_7PRSM_2,BF4_7,PRSM_2,-0.021882854,0.579441359,7.0154
BF4_8PRSM_2,BF4_8,PRSM_2,-0.656451956,0.579441359,8.5421
BF4_9PRSM_2,BF4_9,PRSM_2,-12.21374883,0.579441359,8.1359
BF4_10PRSM_2,BF4_10,PRSM_2,0.11853248,0.579441359,8.2181
BF5_1PRSM_2,BF5_1,PRSM_2,-54522372.36,0.579441359,13.9439
BF5_2PRSM_2,BF5_2,PRSM_2,-31854.07455,0.579441359,12.3617
BF5_3PRSM_2,BF5_3,PRSM_2,-10.17137256,0.579441359,12.4172
BF5_4PRSM_2,BF5_4,PRSM_2,-66.54528483,0.579441359,13.8512
BF5_5PRSM_2,BF5_5,PRSM_2,-1338.754371,0.579441359,15.8212
BF5_6PRSM_2,BF5_6,PRSM_2,-12.67370632,0.579441359,15.299
BF5_7PRSM_2,BF5_7,PRSM_2,-588.7127961,0.579441359,15.7277
BF5_8PRSM_2,BF5_8,PRSM_2,-0.799076684,0.579441359,20.881
BF5_9PRSM_2,BF5_9,PRSM_2,-2.393042656,0.579441359,19.506
BF5_10PRSM_2,BF5_10,PRSM_2,-0.341616661,0.579441359,23.8948
BF6_1PRSM_2,BF6_1,PRSM_2,1,0.579441359,1.7826
BF6_2PRSM_2,BF6_2,PRSM_2,1,0.579441359,2.1679
BF6_3PRSM_2,BF6_3,PRSM_2,1,0.579441359,7.2714
BF6_4PRSM_2,BF6_4,PRSM_2,1,0.579441359,6.8828
BF6_5PRSM_2,BF6_5,PRSM_2,1,0.579441359,8.304
BF6_6PRSM_2,BF6_6,PRSM_2,1,0.579441359,8.0557
BF6_7PRSM_2,BF6_7,PRSM_2,1,0.579441359,10.1589
BF6_8PRSM_2,BF6_8,PRSM_2,1,0.579441359,8.1956
BF6_9PRSM_2,BF6_9,PRSM_2,1,0.579441359,9.9466
BF6_10PRSM_2,BF6_10,PRSM_2,1,0.579441359,9.0449
BF7_1PRSM_2,BF7_1,PRSM_2,0.987758,0.579441359,4.674
BF7_2PRSM_2,BF7_2,PRSM_2,0.987883,0.579441359,10.6544
BF7_3PRSM_2,BF7_3,PRSM_2,0.982576,0.579441359,6.5093
BF7_4PRSM_2,BF7_4,PRSM_2,0.988279,0.579441359,7.0603
BF7_5PRSM_2,BF7_5,PRSM_2,0.981566,0.579441359,7.0771
BF7_6PRSM_2,BF7_6,PRSM_2,0.98857,0.579441359,8.7473
BF7_7PRSM_2,BF7_7,PRSM_2,0.989351,0.579441359,9.6979
BF7_8PRSM_2,BF7_8,PRSM_2,0.984505,0.579441359,10.1194
BF7_9PRSM_2,BF7_9,PRSM_2,0.98044,0.579441359,72.1615
BF7_10PRSM_2,BF7_10,PRSM_2,0.988496,0.579441359,10.936
BF8_1PRSM_2,BF8_1,PRSM_2,-58.07749152,0.579441359,8.2613
BF8_2PRSM_2,BF8_2,PRSM_2,-3.818596462,0.579441359,9.5127
BF8_3PRSM_2,BF8_3,PRSM_2,0.21294856,0.579441359,10.4927
BF8_4PRSM_2,BF8_4,PRSM_2,0.474166785,0.579441359,8.8463
BF8_5PRSM_2,BF8_5,PRSM_2,0.362623391,0.579441359,8.3625
BF8_6PRSM_2,BF8_6,PRSM_2,0.534652873,0.579441359,9.2862
BF8_7PRSM_2,BF8_7,PRSM_2,0.710021409,0.579441359,8.9556
BF8_8PRSM_2,BF8_8,PRSM_2,0.484363084,0.579441359,12.3906
BF8_9PRSM_2,BF8_9,PRSM_2,0.735052967,0.579441359,9.9858
BF8_10PRSM_2,BF8_10,PRSM_2,0.223177318,0.579441359,10.4148
BF9_1PRSM_2,BF9_1,PRSM_2,-8.166383242,0.579441359,48.9467
BF9_2PRSM_2,BF9_2,PRSM_2,-0.184875974,0.579441359,71.2098
BF9_3PRSM_2,BF9_3,PRSM_2,-1.646399957,0.579441359,57.7472
BF9_4PRSM_2,BF9_4,PRSM_2,-1.148004328,0.579441359,67.7768
BF9_5PRSM_2,BF9_5,PRSM_2,-11.6311712,0.579441359,75.586
BF9_6PRSM_2,BF9_6,PRSM_2,-9.452374312,0.579441359,83.7305
BF9_7PRSM_2,BF9_7,PRSM_2,-2.125340633,0.579441359,85.8463
BF9_8PRSM_2,BF9_8,PRSM_2,-0.716531688,0.579441359,105.5077
BF9_9PRSM_2,BF9_9,PRSM_2,-0.676905623,0.579441359,104.6638
BF9_10PRSM_2,BF9_10,PRSM_2,0.679123784,0.579441359,122.5188
BF10_1PRSM_2,BF10_1,PRSM_2,1,0.579441359,28.3097
BF10_2PRSM_2,BF10_2,PRSM_2,1,0.579441359,40.1883
BF10_3PRSM_2,BF10_3,PRSM_2,1,0.579441359,79.054
BF10_4PRSM_2,BF10_4,PRSM_2,1,0.579441359,64.4229
BF10_5PRSM_2,BF10_5,PRSM_2,1,0.579441359,72.5954
BF10_6PRSM_2,BF10_6,PRSM_2,1,0.579441359,82.8163
BF10_7PRSM_2,BF10_7,PRSM_2,1,0.579441359,87.8907
BF10_8PRSM_2,BF10_8,PRSM_2,1,0.579441359,94.3966
BF10_9PRSM_2,BF10_9,PRSM_2,1,0.579441359,106.0911
BF10_10PRSM_2,BF10_10,PRSM_2,1,0.579441359,107.4659
BF11_1PRSM_2,BF11_1,PRSM_2,-3.178839835,0.579441359,1.6373
BF11_2PRSM_2,BF11_2,PRSM_2,0.576735098,0.579441359,1.6166
BF11_3PRSM_2,BF11_3,PRSM_2,-9.289753656,0.579441359,4.994999998
BF11_4PRSM_2,BF11_4,PRSM_2,-0.607092032,0.579441359,4.862399999
BF11_5PRSM_2,BF11_5,PRSM_2,0.360372687,0.579441359,4.716199997
BF11_6PRSM_2,BF11_6,PRSM_2,0.232566082,0.579441359,4.846800002
BF11_7PRSM_2,BF11_7,PRSM_2,-0.324559859,0.579441359,4.8752
BF11_8PRSM_2,BF11_8,PRSM_2,-0.243327431,0.579441359,4.856900003
BF11_9PRSM_2,BF11_9,PRSM_2,-0.090793161,0.579441359,5.148800003
BF11_10PRSM_2,BF11_10,PRSM_2,0.303814494,0.579441359,5.329300004
BF12_1PRSM_2,BF12_1,PRSM_2,0.096776215,0.579441359,7.378299999
BF12_2PRSM_2,BF12_2,PRSM_2,-0.128231676,0.579441359,8.683899998
BF12_3PRSM_2,BF12_3,PRSM_2,0.571664635,0.579441359,9.240700003
BF12_4PRSM_2,BF12_4,PRSM_2,0.59021043,0.579441359,12.9376
BF12_5PRSM_2,BF12_5,PRSM_2,0.562109472,0.579441359,11.9306
BF12_6PRSM_2,BF12_6,PRSM_2,0.650294925,0.579441359,13.4232
BF12_7PRSM_2,BF12_7,PRSM_2,0.46235326,0.579441359,12.9708
BF12_8PRSM_2,BF12_8,PRSM_2,0.710524032,0.579441359,13.801
BF12_9PRSM_2,BF12_9,PRSM_2,0.614817825,0.579441359,14.9765
BF12_10PRSM_2,BF12_10,PRSM_2,0.629875718,0.579441359,15.96109999
BF13_1PRSM_2,BF13_1,PRSM_2,0.328407226,0.579441359,22.6857
BF13_2PRSM_2,BF13_2,PRSM_2,0.690763247,0.579441359,28.2233
BF13_3PRSM_2,BF13_3,PRSM_2,0.639362901,0.579441359,37.3142
BF13_4PRSM_2,BF13_4,PRSM_2,0.770686291,0.579441359,53.4361
BF13_5PRSM_2,BF13_5,PRSM_2,0.687314368,0.579441359,52.8352
BF13_6PRSM_2,BF13_6,PRSM_2,0.746194298,0.579441359,58.8944
BF13_7PRSM_2,BF13_7,PRSM_2,0.700555313,0.579441359,64.225
BF13_8PRSM_2,BF13_8,PRSM_2,0.744265863,0.579441359,64.47419999
BF13_9PRSM_2,BF13_9,PRSM_2,0.735556067,0.579441359,68.5685
BF13_10PRSM_2,BF13_10,PRSM_2,0.771145881,0.579441359,78.3009
BF14_1PRSM_2,BF14_1,PRSM_2,-15.19524535,0.579441359,1.785500004
BF14_2PRSM_2,BF14_2,PRSM_2,-1.469189028,0.579441359,1.7228
BF14_3PRSM_2,BF14_3,PRSM_2,0.014227594,0.579441359,1.646699995
BF14_4PRSM_2,BF14_4,PRSM_2,-24.44029403,0.579441359,5.817100013
BF14_5PRSM_2,BF14_5,PRSM_2,-47.01974326,0.579441359,4.974799995
BF14_6PRSM_2,BF14_6,PRSM_2,-36.78683878,0.579441359,4.202699994
BF14_7PRSM_2,BF14_7,PRSM_2,-1.614729863,0.579441359,4.273099985
BF14_8PRSM_2,BF14_8,PRSM_2,-1.197265009,0.579441359,4.95680001
BF14_9PRSM_2,BF14_9,PRSM_2,0.164056172,0.579441359,4.265000003
BF14_10PRSM_2,BF14_10,PRSM_2,-0.106868491,0.579441359,4.280199995
BF15_1PRSM_2,BF15_1,PRSM_2,-5.862050451,0.579441359,1.198699996
BF15_2PRSM_2,BF15_2,PRSM_2,-1.662362151,0.579441359,1.228000001
BF15_3PRSM_2,BF15_3,PRSM_2,-0.752202096,0.579441359,1.228500005
BF15_4PRSM_2,BF15_4,PRSM_2,-0.636990764,0.579441359,4.232399988
BF15_5PRSM_2,BF15_5,PRSM_2,-0.424988129,0.579441359,4.336099999
BF15_6PRSM_2,BF15_6,PRSM_2,-0.547320201,0.579441359,4.375199991
BF15_7PRSM_2,BF15_7,PRSM_2,-0.144418507,0.579441359,4.307599993
BF15_8PRSM_2,BF15_8,PRSM_2,0.050488794,0.579441359,4.355099991
BF15_9PRSM_2,BF15_9,PRSM_2,-0.123520827,0.579441359,4.48380001
BF15_10PRSM_2,BF15_10,PRSM_2,-0.100634224,0.579441359,4.273700019
BF16_1PRSM_2,BF16_1,PRSM_2,-8.269448629,0.579441359,1.178300015
BF16_2PRSM_2,BF16_2,PRSM_2,-2.633552628,0.579441359,1.192200005
BF16_3PRSM_2,BF16_3,PRSM_2,0.015934364,0.579441359,1.248699999
BF16_4PRSM_2,BF16_4,PRSM_2,-8.415565032,0.579441359,4.195800007
BF16_5PRSM_2,BF16_5,PRSM_2,-9.31481611,0.579441359,4.138100005
BF16_6PRSM_2,BF16_6,PRSM_2,-2.209991434,0.579441359,4.375600001
BF16_7PRSM_2,BF16_7,PRSM_2,-2.074727492,0.579441359,4.203400007
BF16_8PRSM_2,BF16_8,PRSM_2,-4.830248678,0.579441359,4.259400004
BF16_9PRSM_2,BF16_9,PRSM_2,-2.209199282,0.579441359,4.231800005
BF16_10PRSM_2,BF16_10,PRSM_2,-0.17076821,0.579441359,4.5092
BF17_1PRSM_2,BF17_1,PRSM_2,0.999776667,0.579441359,1.492099997
BF17_2PRSM_2,BF17_2,PRSM_2,0.999938603,0.579441359,5.750500008
BF17_3PRSM_2,BF17_3,PRSM_2,0.999966651,0.579441359,5.597299998
BF17_4PRSM_2,BF17_4,PRSM_2,0.999962438,0.579441359,5.696299995
BF17_5PRSM_2,BF17_5,PRSM_2,0.999970557,0.579441359,5.9712
BF17_6PRSM_2,BF17_6,PRSM_2,0.999970723,0.579441359,6.083399996
BF17_7PRSM_2,BF17_7,PRSM_2,0.999977919,0.579441359,6.0954
BF17_8PRSM_2,BF17_8,PRSM_2,0.999975194,0.579441359,6.069499992
BF17_9PRSM_2,BF17_9,PRSM_2,0.999977305,0.579441359,6.2894
BF17_10PRSM_2,BF17_10,PRSM_2,0.999978695,0.579441359,6.541600007
BF18_1PRSM_2,BF18_1,PRSM_2,0.99999281,0.579441359,8.670400006
BF18_2PRSM_2,BF18_2,PRSM_2,0.999996459,0.579441359,10.0102
BF18_3PRSM_2,BF18_3,PRSM_2,0.999998029,0.579441359,11.18100001
BF18_4PRSM_2,BF18_4,PRSM_2,0.999997471,0.579441359,12.2937
BF18_5PRSM_2,BF18_5,PRSM_2,0.999997928,0.579441359,16.53489999
BF18_6PRSM_2,BF18_6,PRSM_2,0.999997667,0.579441359,18.71500001
BF18_7PRSM_2,BF18_7,PRSM_2,0.999997886,0.579441359,19.88990001
BF18_8PRSM_2,BF18_8,PRSM_2,0.999998238,0.579441359,22.82400001
BF18_9PRSM_2,BF18_9,PRSM_2,0.99999823,0.579441359,24.6463
BF18_10PRSM_2,BF18_10,PRSM_2,0.999997962,0.579441359,25.88880001
BF19_1PRSM_2,BF19_1,PRSM_2,0.999998917,0.579441359,30.6668
BF19_2PRSM_2,BF19_2,PRSM_2,0.999999581,0.579441359,60.6248
BF19_3PRSM_2,BF19_3,PRSM_2,0.99999991,0.579441359,105.8272
BF19_4PRSM_2,BF19_4,PRSM_2,0.999999774,0.579441359,97.5001
BF19_5PRSM_2,BF19_5,PRSM_2,0.999999789,0.579441359,130.4477
BF19_6PRSM_2,BF19_6,PRSM_2,0.999999857,0.579441359,125.3649
