Surrogate model,dataset,Surrogate modeling method,accuracy,robustness,time
BF23_6svr_linear,BF23_6,svr_linear,-0.082981897,0.14953959,3207.0921
BF23_7svr_linear,BF23_7,svr_linear,-0.08834552,0.14953959,3417.1683
BF23_8svr_linear,BF23_8,svr_linear,-0.055410977,0.14953959,4176.4954
BF23_9svr_linear,BF23_9,svr_linear,-0.026195016,0.14953959,5036.2451
BF23_10svr_linear,BF23_10,svr_linear,-0.055275814,0.14953959,5952.6973
BF24_1svr_linear,BF24_1,svr_linear,-0.427508858,0.14953959,1272.869
BF24_2svr_linear,BF24_2,svr_linear,-0.163207579,0.14953959,2687.5747
BF24_3svr_linear,BF24_3,svr_linear,-0.067352736,0.14953959,4632.2334
BF24_4svr_linear,BF24_4,svr_linear,-0.084103564,0.14953959,6848.8479
BF24_5svr_linear,BF24_5,svr_linear,-0.0448979,0.14953959,10672.383
BF24_6svr_linear,BF24_6,svr_linear,-0.046560762,0.14953959,11445.1162
BF24_7svr_linear,BF24_7,svr_linear,-0.042568082,0.14953959,16724.3583
BF24_8svr_linear,BF24_8,svr_linear,-0.011315755,0.14953959,20111.9306
BF24_9svr_linear,BF24_9,svr_linear,-0.042907216,0.14953959,24461.1138
BF24_10svr_linear,BF24_10,svr_linear,-0.02603998,0.14953959,30887.9394
BF25_1svr_linear,BF25_1,svr_linear,-14.72383639,0.14953959,5.840900019
BF25_2svr_linear,BF25_2,svr_linear,-0.066775233,0.14953959,6.213300017
BF25_3svr_linear,BF25_3,svr_linear,-0.040358156,0.14953959,9.388499981
BF25_4svr_linear,BF25_4,svr_linear,-0.325944487,0.14953959,81.466
BF25_5svr_linear,BF25_5,svr_linear,-0.342637576,0.14953959,72.47089999
BF25_6svr_linear,BF25_6,svr_linear,-0.134257978,0.14953959,72.39540001
BF25_7svr_linear,BF25_7,svr_linear,-0.209550208,0.14953959,91.8159
BF25_8svr_linear,BF25_8,svr_linear,-0.162144537,0.14953959,208.5382
BF25_9svr_linear,BF25_9,svr_linear,-0.231128638,0.14953959,87.43589999
BF25_10svr_linear,BF25_10,svr_linear,-0.084500088,0.14953959,128.4826
BF26_1svr_linear,BF26_1,svr_linear,-4.792430111,0.14953959,1.040299991
BF26_2svr_linear,BF26_2,svr_linear,-0.819032414,0.14953959,13.9675
BF26_3svr_linear,BF26_3,svr_linear,-4.956307503,0.14953959,10.5658
BF26_4svr_linear,BF26_4,svr_linear,-0.733897896,0.14953959,66.21210001
BF26_5svr_linear,BF26_5,svr_linear,-2.105489226,0.14953959,235.1778
BF26_6svr_linear,BF26_6,svr_linear,-0.167066135,0.14953959,301.311
BF26_7svr_linear,BF26_7,svr_linear,-0.413415198,0.14953959,327.8871
BF26_8svr_linear,BF26_8,svr_linear,-0.11592746,0.14953959,432.797
BF26_9svr_linear,BF26_9,svr_linear,-0.270081511,0.14953959,457.2884
BF26_10svr_linear,BF26_10,svr_linear,-0.150620912,0.14953959,343.4045
BF27_1svr_linear,BF27_1,svr_linear,-0.384939804,0.14953959,6.796500005
BF27_2svr_linear,BF27_2,svr_linear,-0.435293192,0.14953959,130.1498
BF27_3svr_linear,BF27_3,svr_linear,-0.092241008,0.14953959,141.4581
BF27_4svr_linear,BF27_4,svr_linear,-0.059451411,0.14953959,202.8607
BF27_5svr_linear,BF27_5,svr_linear,-0.098943919,0.14953959,312.76
BF27_6svr_linear,BF27_6,svr_linear,-0.027163736,0.14953959,393.7402
BF27_7svr_linear,BF27_7,svr_linear,0.003707709,0.14953959,461.7691
BF27_8svr_linear,BF27_8,svr_linear,0.05200704,0.14953959,498.2393
BF27_9svr_linear,BF27_9,svr_linear,0.039383458,0.14953959,636.5975
BF27_10svr_linear,BF27_10,svr_linear,0.056389469,0.14953959,836.856
BF28_1svr_linear,BF28_1,svr_linear,-0.672046348,0.14953959,204.1425
BF28_2svr_linear,BF28_2,svr_linear,-0.144938912,0.14953959,586.1316
BF28_3svr_linear,BF28_3,svr_linear,-0.028584712,0.14953959,1078.2146
BF28_4svr_linear,BF28_4,svr_linear,0.006589599,0.14953959,1795.3127
BF28_5svr_linear,BF28_5,svr_linear,0.03387105,0.14953959,2462.9033
BF28_6svr_linear,BF28_6,svr_linear,0.06430762,0.14953959,3699.7831
BF28_7svr_linear,BF28_7,svr_linear,0.035207705,0.14953959,4455.0227
BF28_8svr_linear,BF28_8,svr_linear,0.089576758,0.14953959,4928.4701
BF28_9svr_linear,BF28_9,svr_linear,0.056491896,0.14953959,5980.5743
BF28_10svr_linear,BF28_10,svr_linear,0.044493751,0.14953959,7032.9116
BF29_1svr_linear,BF29_1,svr_linear,-0.249777682,0.14953959,1495.1333
BF29_2svr_linear,BF29_2,svr_linear,-0.034103453,0.14953959,2576.5285
BF29_3svr_linear,BF29_3,svr_linear,0.00698452,0.14953959,4872.1401
BF29_4svr_linear,BF29_4,svr_linear,0.045360086,0.14953959,7776.3456
BF29_5svr_linear,BF29_5,svr_linear,0.073280926,0.14953959,11684.3921
BF29_6svr_linear,BF29_6,svr_linear,0.035823013,0.14953959,14209.4178
BF29_7svr_linear,BF29_7,svr_linear,0.102228155,0.14953959,19591.2991
BF29_8svr_linear,BF29_8,svr_linear,0.097498526,0.14953959,23762.1667
BF29_9svr_linear,BF29_9,svr_linear,0.079237311,0.14953959,28971.6392
BF29_10svr_linear,BF29_10,svr_linear,0.075912382,0.14953959,35515.6264
BF30_1svr_linear,BF30_1,svr_linear,-11.09802312,0.14953959,2.43919999
BF30_2svr_linear,BF30_2,svr_linear,-0.633183668,0.14953959,4.988600005
BF30_3svr_linear,BF30_3,svr_linear,-0.357548065,0.14953959,2.54999999
BF30_4svr_linear,BF30_4,svr_linear,-1.030159022,0.14953959,36.36829999
BF30_5svr_linear,BF30_5,svr_linear,-0.583488802,0.14953959,42.53960002
BF30_6svr_linear,BF30_6,svr_linear,-0.236464567,0.14953959,48.92729997
BF30_7svr_linear,BF30_7,svr_linear,-0.17753721,0.14953959,64.75209999
BF30_8svr_linear,BF30_8,svr_linear,-0.196503657,0.14953959,148.7309
BF30_9svr_linear,BF30_9,svr_linear,-0.209369151,0.14953959,152.7911
BF30_10svr_linear,BF30_10,svr_linear,-0.165434534,0.14953959,72.1841
BF31_1svr_linear,BF31_1,svr_linear,-3.150525591,0.14953959,0.773999986
BF31_2svr_linear,BF31_2,svr_linear,-1.778977158,0.14953959,1.495900011
BF31_3svr_linear,BF31_3,svr_linear,-0.540632067,0.14953959,1.920699986
BF31_4svr_linear,BF31_4,svr_linear,-0.80666478,0.14953959,17.82010004
BF31_5svr_linear,BF31_5,svr_linear,-0.421873661,0.14953959,21.57539995
BF31_6svr_linear,BF31_6,svr_linear,-0.64289145,0.14953959,26.26689999
BF31_7svr_linear,BF31_7,svr_linear,-0.25756906,0.14953959,35.79919998
BF31_8svr_linear,BF31_8,svr_linear,-0.358075796,0.14953959,50.08079999
BF31_9svr_linear,BF31_9,svr_linear,-0.205210842,0.14953959,60.15959999
BF31_10svr_linear,BF31_10,svr_linear,-0.156478669,0.14953959,67.2092
BF32_1svr_linear,BF32_1,svr_linear,-1.586250443,0.14953959,0.729299994
BF32_2svr_linear,BF32_2,svr_linear,-1.016752007,0.14953959,1.144699985
BF32_3svr_linear,BF32_3,svr_linear,-0.290557242,0.14953959,3.525499997
BF32_4svr_linear,BF32_4,svr_linear,-0.375657182,0.14953959,13.7809
BF32_5svr_linear,BF32_5,svr_linear,-0.549817378,0.14953959,29.1038
BF32_6svr_linear,BF32_6,svr_linear,-0.195592334,0.14953959,31.49709998
BF32_7svr_linear,BF32_7,svr_linear,-0.287686352,0.14953959,39.69619998
BF32_8svr_linear,BF32_8,svr_linear,-0.337222449,0.14953959,38.39660001
BF32_9svr_linear,BF32_9,svr_linear,-0.102577292,0.14953959,60.5635
BF32_10svr_linear,BF32_10,svr_linear,-0.176816072,0.14953959,76.89219994
BF33_1svr_linear,BF33_1,svr_linear,-60.85793628,0.14953959,0.668399996
BF33_2svr_linear,BF33_2,svr_linear,-0.697480007,0.14953959,2.009399992
BF33_3svr_linear,BF33_3,svr_linear,-0.521522589,0.14953959,3.234400006
BF33_4svr_linear,BF33_4,svr_linear,-0.806253776,0.14953959,18.92780003
BF33_5svr_linear,BF33_5,svr_linear,-0.763196144,0.14953959,24.60230001
BF33_6svr_linear,BF33_6,svr_linear,-0.269540237,0.14953959,51.267
BF33_7svr_linear,BF33_7,svr_linear,-0.395302236,0.14953959,39.98809999
BF33_8svr_linear,BF33_8,svr_linear,-0.217458029,0.14953959,69.944
BF33_9svr_linear,BF33_9,svr_linear,-0.199160877,0.14953959,44.97960002
BF33_10svr_linear,BF33_10,svr_linear,-0.146230019,0.14953959,69.61029999
BF34_1svr_linear,BF34_1,svr_linear,-0.525371215,0.14953959,1.008399995
BF34_2svr_linear,BF34_2,svr_linear,-0.963263022,0.14953959,2.940000006
BF34_3svr_linear,BF34_3,svr_linear,-0.024743194,0.14953959,5.610699998
BF34_4svr_linear,BF34_4,svr_linear,-0.275072088,0.14953959,28.60820001
BF34_5svr_linear,BF34_5,svr_linear,-0.349587669,0.14953959,22.9984
BF34_6svr_linear,BF34_6,svr_linear,-0.214599791,0.14953959,32.53649999
BF34_7svr_linear,BF34_7,svr_linear,-0.126947674,0.14953959,38.13470004
BF34_8svr_linear,BF34_8,svr_linear,-0.080638005,0.14953959,87.82760004
BF34_9svr_linear,BF34_9,svr_linear,-0.231801643,0.14953959,59.32939998
BF34_10svr_linear,BF34_10,svr_linear,-0.249734665,0.14953959,85.54130004
BF35_1svr_linear,BF35_1,svr_linear,-3.895529824,0.14953959,95.2716
BF35_2svr_linear,BF35_2,svr_linear,-0.442400172,0.14953959,272.6914
BF35_3svr_linear,BF35_3,svr_linear,-0.159882394,0.14953959,317.4801
BF35_4svr_linear,BF35_4,svr_linear,-0.171407566,0.14953959,372.927
BF35_5svr_linear,BF35_5,svr_linear,-0.133448997,0.14953959,554.4736
BF35_6svr_linear,BF35_6,svr_linear,-0.112043394,0.14953959,784.3408
BF35_7svr_linear,BF35_7,svr_linear,-0.06737564,0.14953959,898.9171
BF35_8svr_linear,BF35_8,svr_linear,-0.059871153,0.14953959,1063.8878
BF35_9svr_linear,BF35_9,svr_linear,-0.116803356,0.14953959,1743.172
BF35_10svr_linear,BF35_10,svr_linear,-0.058027006,0.14953959,1501.5645
BF36_1svr_linear,BF36_1,svr_linear,-0.602017625,0.14953959,656.3777
BF36_2svr_linear,BF36_2,svr_linear,-0.262648301,0.14953959,888.8713
BF36_3svr_linear,BF36_3,svr_linear,-0.084457144,0.14953959,1940.9232
BF36_4svr_linear,BF36_4,svr_linear,-0.064736292,0.14953959,2800.0016
BF36_5svr_linear,BF36_5,svr_linear,-0.056329276,0.14953959,3501.1224
BF36_6svr_linear,BF36_6,svr_linear,-0.046691913,0.14953959,5041.4359
BF36_7svr_linear,BF36_7,svr_linear,-0.035713634,0.14953959,6133.4466
BF36_8svr_linear,BF36_8,svr_linear,-0.039006808,0.14953959,7601.8408
BF36_9svr_linear,BF36_9,svr_linear,-0.0407147,0.14953959,8914.5729
BF36_10svr_linear,BF36_10,svr_linear,-0.04288223,0.14953959,10953.6835
BF37_1svr_linear,BF37_1,svr_linear,-2.378344461,0.14953959,98.6477
BF37_2svr_linear,BF37_2,svr_linear,-0.424605378,0.14953959,167.8301
BF37_3svr_linear,BF37_3,svr_linear,-0.350735149,0.14953959,358.8691
BF37_4svr_linear,BF37_4,svr_linear,-0.153297621,0.14953959,442.6077
BF37_5svr_linear,BF37_5,svr_linear,-0.108638372,0.14953959,484.4068
BF37_6svr_linear,BF37_6,svr_linear,-0.123355974,0.14953959,598.7225
BF37_7svr_linear,BF37_7,svr_linear,-0.0896593,0.14953959,901.5927
BF37_8svr_linear,BF37_8,svr_linear,-0.045786633,0.14953959,1275.0234
BF37_9svr_linear,BF37_9,svr_linear,-0.060118747,0.14953959,1335.474
BF37_10svr_linear,BF37_10,svr_linear,-0.073554389,0.14953959,1500.9778
BF38_1svr_linear,BF38_1,svr_linear,-0.339170967,0.14953959,545.0125
BF38_2svr_linear,BF38_2,svr_linear,-0.201320474,0.14953959,1236.0987
BF38_3svr_linear,BF38_3,svr_linear,-0.125992317,0.14953959,1742.5186
BF38_4svr_linear,BF38_4,svr_linear,-0.042483223,0.14953959,2583.6322
BF38_5svr_linear,BF38_5,svr_linear,-0.074161279,0.14953959,3546.9212
BF38_6svr_linear,BF38_6,svr_linear,-0.043248497,0.14953959,5025.1058
BF38_7svr_linear,BF38_7,svr_linear,-0.036102284,0.14953959,6195.3247
BF38_8svr_linear,BF38_8,svr_linear,-0.048305759,0.14953959,7337.5318
BF38_9svr_linear,BF38_9,svr_linear,-0.042026594,0.14953959,10486.6864
BF38_10svr_linear,BF38_10,svr_linear,-0.018935191,0.14953959,12424.6727
BF39_1svr_linear,BF39_1,svr_linear,-3.039785216,0.14953959,1.727299998
BF39_2svr_linear,BF39_2,svr_linear,-0.365156116,0.14953959,4.654500022
BF39_3svr_linear,BF39_3,svr_linear,-0.731234162,0.14953959,8.638100029
BF39_4svr_linear,BF39_4,svr_linear,-1.845896004,0.14953959,76.30539997
BF39_5svr_linear,BF39_5,svr_linear,-0.323341815,0.14953959,58.77410003
BF39_6svr_linear,BF39_6,svr_linear,-0.051769687,0.14953959,141.7121
BF39_7svr_linear,BF39_7,svr_linear,-0.306390693,0.14953959,150.5463
BF39_8svr_linear,BF39_8,svr_linear,0.191836494,0.14953959,159.5334
BF39_9svr_linear,BF39_9,svr_linear,0.015141474,0.14953959,276.4842
BF39_10svr_linear,BF39_10,svr_linear,0.161468139,0.14953959,293.2403
BF40_1svr_linear,BF40_1,svr_linear,-1.143712871,0.14953959,6.402899977
BF40_2svr_linear,BF40_2,svr_linear,-0.154658408,0.14953959,5.192399985
BF40_3svr_linear,BF40_3,svr_linear,-0.835966995,0.14953959,8.622200025
BF40_4svr_linear,BF40_4,svr_linear,-0.637135044,0.14953959,60.43400001
BF40_5svr_linear,BF40_5,svr_linear,-0.751552257,0.14953959,67.42030001
BF40_6svr_linear,BF40_6,svr_linear,-0.440889886,0.14953959,149.9549
BF40_7svr_linear,BF40_7,svr_linear,-0.305512922,0.14953959,93.95979997
BF40_8svr_linear,BF40_8,svr_linear,-0.29087983,0.14953959,154.3787
BF40_9svr_linear,BF40_9,svr_linear,-0.338045641,0.14953959,184.2608
BF40_10svr_linear,BF40_10,svr_linear,-0.239121732,0.14953959,153.4154999
BF41_1svr_linear,BF41_1,svr_linear,-2.152039113,0.14953959,2.241999988
BF41_2svr_linear,BF41_2,svr_linear,-7.483441956,0.14953959,6.080599967
BF41_3svr_linear,BF41_3,svr_linear,-0.372617111,0.14953959,6.309299963
BF41_4svr_linear,BF41_4,svr_linear,-0.344215005,0.14953959,37.13779998
BF41_5svr_linear,BF41_5,svr_linear,-0.53284348,0.14953959,57.83819998
BF41_6svr_linear,BF41_6,svr_linear,-0.347575812,0.14953959,101.5206
BF41_7svr_linear,BF41_7,svr_linear,-0.294820031,0.14953959,117.5755
BF41_8svr_linear,BF41_8,svr_linear,-0.307392783,0.14953959,117.1917
BF41_9svr_linear,BF41_9,svr_linear,-0.16745824,0.14953959,148.9006
BF41_10svr_linear,BF41_10,svr_linear,-0.251718324,0.14953959,224.3233
BF42_1svr_linear,BF42_1,svr_linear,-41.13962183,0.14953959,2.758100018
BF42_2svr_linear,BF42_2,svr_linear,-0.411324547,0.14953959,10.66599999
BF42_3svr_linear,BF42_3,svr_linear,-0.33258203,0.14953959,21.37189999
BF42_4svr_linear,BF42_4,svr_linear,-100.2996848,0.14953959,48.71840001
BF42_5svr_linear,BF42_5,svr_linear,-0.292628671,0.14953959,142.4586001
BF42_6svr_linear,BF42_6,svr_linear,-0.30706936,0.14953959,203.3631001
BF42_7svr_linear,BF42_7,svr_linear,-0.308314823,0.14953959,217.8227
BF42_8svr_linear,BF42_8,svr_linear,-0.244849371,0.14953959,159.7807001
BF42_9svr_linear,BF42_9,svr_linear,-0.265827742,0.14953959,241.0028
BF42_10svr_linear,BF42_10,svr_linear,-0.27550636,0.14953959,175.0707
BF43_1svr_linear,BF43_1,svr_linear,-0.544796396,0.14953959,1.018199982
BF43_2svr_linear,BF43_2,svr_linear,-0.371829878,0.14953959,2.353599994
BF43_3svr_linear,BF43_3,svr_linear,-0.341744056,0.14953959,2.481700009
BF43_4svr_linear,BF43_4,svr_linear,-0.794906957,0.14953959,25.99370002
BF43_5svr_linear,BF43_5,svr_linear,-1.77154921,0.14953959,31.20020006
BF43_6svr_linear,BF43_6,svr_linear,-0.370435493,0.14953959,62.62889996
BF43_7svr_linear,BF43_7,svr_linear,-0.395305086,0.14953959,53.32210005
BF43_8svr_linear,BF43_8,svr_linear,-0.247108922,0.14953959,57.87730005
BF43_9svr_linear,BF43_9,svr_linear,-0.243537458,0.14953959,80.92129999
BF43_10svr_linear,BF43_10,svr_linear,-0.308428366,0.14953959,76.36860004
BF44_1svr_linear,BF44_1,svr_linear,-713.6442135,0.14953959,1.497099991
BF44_2svr_linear,BF44_2,svr_linear,-0.450907392,0.14953959,2.193299995
BF44_3svr_linear,BF44_3,svr_linear,-0.325921263,0.14953959,23.98999999
BF44_4svr_linear,BF44_4,svr_linear,-621.6964448,0.14953959,36.6512
BF44_5svr_linear,BF44_5,svr_linear,-2.601573891,0.14953959,114.5953
BF44_6svr_linear,BF44_6,svr_linear,-0.479667916,0.14953959,272.5782
BF44_7svr_linear,BF44_7,svr_linear,-0.318423337,0.14953959,175.7588999
BF44_8svr_linear,BF44_8,svr_linear,-0.206908153,0.14953959,150.1676999
BF44_9svr_linear,BF44_9,svr_linear,-0.206174407,0.14953959,147.5061001
BF44_10svr_linear,BF44_10,svr_linear,-0.253626352,0.14953959,297.0463
BF45_1svr_linear,BF45_1,svr_linear,-1.434146621,0.14953959,74.66849996
BF45_2svr_linear,BF45_2,svr_linear,-0.225655153,0.14953959,280.2345
BF45_3svr_linear,BF45_3,svr_linear,-0.230004581,0.14953959,335.6706001
BF45_4svr_linear,BF45_4,svr_linear,-0.334499508,0.14953959,396.463
BF45_5svr_linear,BF45_5,svr_linear,-0.167566672,0.14953959,545.0559
BF45_6svr_linear,BF45_6,svr_linear,-0.152885987,0.14953959,756.6514
BF45_7svr_linear,BF45_7,svr_linear,-0.164210583,0.14953959,1003.2406
BF45_8svr_linear,BF45_8,svr_linear,-0.087941673,0.14953959,1150.4996
BF45_9svr_linear,BF45_9,svr_linear,-0.080482821,0.14953959,1617.1375
BF45_10svr_linear,BF45_10,svr_linear,-0.043191662,0.14953959,3092.3476
BF46_1svr_linear,BF46_1,svr_linear,-0.622297675,0.14953959,536.8897
BF46_2svr_linear,BF46_2,svr_linear,-0.202587758,0.14953959,1576.4619
BF46_3svr_linear,BF46_3,svr_linear,-0.133497864,0.14953959,2780.8955
BF46_4svr_linear,BF46_4,svr_linear,-0.079747611,0.14953959,4116.4815
BF46_5svr_linear,BF46_5,svr_linear,-0.045355477,0.14953959,6731.5144
BF46_6svr_linear,BF46_6,svr_linear,-0.048386331,0.14953959,6924.0378
BF46_7svr_linear,BF46_7,svr_linear,-0.043112675,0.14953959,10473.4308
BF46_8svr_linear,BF46_8,svr_linear,-0.036221409,0.14953959,10494.2666
BF46_9svr_linear,BF46_9,svr_linear,-0.039840251,0.14953959,13458.0653
BF46_10svr_linear,BF46_10,svr_linear,-0.051253647,0.14953959,13785.3399
BF1_1svr_poly,BF1_1,svr_poly,0.425813611,0.606767555,1.5483
BF1_2svr_poly,BF1_2,svr_poly,0.921895099,0.606767555,27.2327
BF1_3svr_poly,BF1_3,svr_poly,0.791911996,0.606767555,61.3073
BF1_4svr_poly,BF1_4,svr_poly,0.839373794,0.606767555,1404.4446
BF1_5svr_poly,BF1_5,svr_poly,0.816300273,0.606767555,1825.7
BF1_6svr_poly,BF1_6,svr_poly,0.98227891,0.606767555,1964.7983
BF1_7svr_poly,BF1_7,svr_poly,0.971513373,0.606767555,2720.9688
BF1_8svr_poly,BF1_8,svr_poly,0.968424084,0.606767555,1986.7379
BF1_9svr_poly,BF1_9,svr_poly,0.955466668,0.606767555,2375.4855
BF1_10svr_poly,BF1_10,svr_poly,0.975861397,0.606767555,2748.3106
BF2_1svr_poly,BF2_1,svr_poly,-0.21847572,0.606767555,0.7294
BF2_2svr_poly,BF2_2,svr_poly,-1.994570452,0.606767555,21.886
BF2_3svr_poly,BF2_3,svr_poly,-0.923170562,0.606767555,25.7242
BF2_4svr_poly,BF2_4,svr_poly,0.013470232,0.606767555,665.9066
BF2_5svr_poly,BF2_5,svr_poly,-0.094470171,0.606767555,1165.8468
BF2_6svr_poly,BF2_6,svr_poly,-0.315764939,0.606767555,1480.0978
BF2_7svr_poly,BF2_7,svr_poly,-0.083452941,0.606767555,1766.724
BF2_8svr_poly,BF2_8,svr_poly,0.23304203,0.606767555,2076.6616
BF2_9svr_poly,BF2_9,svr_poly,-0.182833819,0.606767555,1786.4185
BF2_10svr_poly,BF2_10,svr_poly,0.070441903,0.606767555,1986.739
BF3_1svr_poly,BF3_1,svr_poly,-95.03316913,0.606767555,0.8333
BF3_2svr_poly,BF3_2,svr_poly,-0.151233259,0.606767555,13.7811
BF3_3svr_poly,BF3_3,svr_poly,0.846973125,0.606767555,80.7171
BF3_4svr_poly,BF3_4,svr_poly,0.811250574,0.606767555,503.7464
BF3_5svr_poly,BF3_5,svr_poly,-0.25248604,0.606767555,1311.1376
BF3_6svr_poly,BF3_6,svr_poly,-0.82912452,0.606767555,1142.1322
BF3_7svr_poly,BF3_7,svr_poly,0.230703011,0.606767555,2893.9659
BF3_8svr_poly,BF3_8,svr_poly,-0.183976913,0.606767555,1839.2214
BF3_9svr_poly,BF3_9,svr_poly,0.635322242,0.606767555,3164.4148
BF3_10svr_poly,BF3_10,svr_poly,0.107174555,0.606767555,2979.8863
BF4_1svr_poly,BF4_1,svr_poly,-3092.727943,0.606767555,1.6497
BF4_2svr_poly,BF4_2,svr_poly,-0.160987492,0.606767555,135.2
BF4_3svr_poly,BF4_3,svr_poly,-5789.886238,0.606767555,2299.8697
BF4_4svr_poly,BF4_4,svr_poly,-27164800595,0.606767555,5146.6195
BF4_5svr_poly,BF4_5,svr_poly,-1.037815603,0.606767555,4519.3269
BF4_6svr_poly,BF4_6,svr_poly,-38.86327027,0.606767555,4051.5623
BF4_7svr_poly,BF4_7,svr_poly,0.397145605,0.606767555,3973.7919
BF4_8svr_poly,BF4_8,svr_poly,-0.386990757,0.606767555,5233.731
BF4_9svr_poly,BF4_9,svr_poly,-3.509382676,0.606767555,7843.8953
BF4_10svr_poly,BF4_10,svr_poly,0.285589903,0.606767555,6725.4465
BF5_1svr_poly,BF5_1,svr_poly,-63884242.2,0.606767555,29.9039
BF5_2svr_poly,BF5_2,svr_poly,-125584.1132,0.606767555,7460.0893
BF5_3svr_poly,BF5_3,svr_poly,-3.499521091,0.606767555,18879.9621
BF5_4svr_poly,BF5_4,svr_poly,-6.218819519,0.606767555,16977.7936
BF5_5svr_poly,BF5_5,svr_poly,-299.1957466,0.606767555,49527.0557
BF5_6svr_poly,BF5_6,svr_poly,-1.840615187,0.606767555,75440.4847
BF5_7svr_poly,BF5_7,svr_poly,-84.55384039,0.606767555,71219.7077
BF5_8svr_poly,BF5_8,svr_poly,0.159111717,0.606767555,87121.0586
BF5_9svr_poly,BF5_9,svr_poly,-0.093895278,0.606767555,77077.6726
BF5_10svr_poly,BF5_10,svr_poly,0.112223832,0.606767555,95504.9376
BF6_1svr_poly,BF6_1,svr_poly,0.803104889,0.606767555,0.9708
BF6_2svr_poly,BF6_2,svr_poly,0.964749517,0.606767555,1.3296
BF6_3svr_poly,BF6_3,svr_poly,0.966800331,0.606767555,5.6622
BF6_4svr_poly,BF6_4,svr_poly,0.989925676,0.606767555,8.6401
BF6_5svr_poly,BF6_5,svr_poly,0.989332276,0.606767555,10.9809
BF6_6svr_poly,BF6_6,svr_poly,0.994367175,0.606767555,12.4179
BF6_7svr_poly,BF6_7,svr_poly,0.993615178,0.606767555,20.0028
BF6_8svr_poly,BF6_8,svr_poly,0.994451688,0.606767555,16.7416
BF6_9svr_poly,BF6_9,svr_poly,0.995457055,0.606767555,24.6485
BF6_10svr_poly,BF6_10,svr_poly,0.99542095,0.606767555,28.7262
BF7_1svr_poly,BF7_1,svr_poly,0.874552259,0.606767555,1.7282
BF7_2svr_poly,BF7_2,svr_poly,0.94826099,0.606767555,9.9998
BF7_3svr_poly,BF7_3,svr_poly,0.983491174,0.606767555,10.2268
BF7_4svr_poly,BF7_4,svr_poly,0.986353025,0.606767555,11.7393
BF7_5svr_poly,BF7_5,svr_poly,0.991960028,0.606767555,13.9907
BF7_6svr_poly,BF7_6,svr_poly,0.992423344,0.606767555,25.7943
BF7_7svr_poly,BF7_7,svr_poly,0.994319709,0.606767555,32.2612
BF7_8svr_poly,BF7_8,svr_poly,0.994944506,0.606767555,31.8216
BF7_9svr_poly,BF7_9,svr_poly,0.994695204,0.606767555,56.6802
BF7_10svr_poly,BF7_10,svr_poly,0.994727842,0.606767555,48.1844
BF8_1svr_poly,BF8_1,svr_poly,-12.58041315,0.606767555,8.0473
BF8_2svr_poly,BF8_2,svr_poly,-6.148151654,0.606767555,5113.1652
BF8_3svr_poly,BF8_3,svr_poly,0.389695384,0.606767555,9765.1423
BF8_4svr_poly,BF8_4,svr_poly,0.837925228,0.606767555,9870.2921
BF8_5svr_poly,BF8_5,svr_poly,0.877057858,0.606767555,19367.8228
BF8_6svr_poly,BF8_6,svr_poly,0.922082704,0.606767555,24364.0874
BF8_7svr_poly,BF8_7,svr_poly,0.948887873,0.606767555,30436.6015
BF8_8svr_poly,BF8_8,svr_poly,0.892279361,0.606767555,47738.9559
BF8_9svr_poly,BF8_9,svr_poly,0.939143102,0.606767555,49677.5397
BF8_10svr_poly,BF8_10,svr_poly,0.872813691,0.606767555,54514.6806
BF9_1svr_poly,BF9_1,svr_poly,-3.024435095,0.606767555,51.0361
BF9_2svr_poly,BF9_2,svr_poly,-3.596187429,0.606767555,2295.5
BF9_3svr_poly,BF9_3,svr_poly,-3.585439738,0.606767555,140897.6093
BF9_4svr_poly,BF9_4,svr_poly,0.057368555,0.606767555,320868.6819
BF9_5svr_poly,BF9_5,svr_poly,-0.714328033,0.606767555,288046.6843
BF9_6svr_poly,BF9_6,svr_poly,-0.305656377,0.606767555,642865.8772
BF9_7svr_poly,BF9_7,svr_poly,0.337696064,0.606767555,591012.4385
BF9_8svr_poly,BF9_8,svr_poly,0.599958539,0.606767555,842675.5627
BF9_9svr_poly,BF9_9,svr_poly,0.698414993,0.606767555,735008.7007
BF9_10svr_poly,BF9_10,svr_poly,0.65828328,0.606767555,955930.0245
BF10_1svr_poly,BF10_1,svr_poly,0.920473927,0.606767555,18.5075
BF10_2svr_poly,BF10_2,svr_poly,0.977632534,0.606767555,34.5692
BF10_3svr_poly,BF10_3,svr_poly,0.986404253,0.606767555,95.8274
BF10_4svr_poly,BF10_4,svr_poly,0.989875793,0.606767555,150.2184
BF10_5svr_poly,BF10_5,svr_poly,0.992274708,0.606767555,153.048
BF10_6svr_poly,BF10_6,svr_poly,0.992817013,0.606767555,179.1468
BF10_7svr_poly,BF10_7,svr_poly,0.993821191,0.606767555,254.0975
BF10_8svr_poly,BF10_8,svr_poly,0.994285485,0.606767555,236.1653
BF10_9svr_poly,BF10_9,svr_poly,0.994889829,0.606767555,270.1561
BF10_10svr_poly,BF10_10,svr_poly,0.995221371,0.606767555,326.2886
BF11_1svr_poly,BF11_1,svr_poly,-3.596970842,0.606767555,1.104300001
BF11_2svr_poly,BF11_2,svr_poly,-0.2605276,0.606767555,65.4978
BF11_3svr_poly,BF11_3,svr_poly,-15.16732811,0.606767555,834.3547
